IrE,ErE,Reward,Param,Value,Q-value
0.3,0.282,-0.254,averageRoomVentilationRate,1.8,-0.8284
0.346,0.124,-0.3,averageRoomVentilationRate,3,-0.838
0.3,0.24,-0.254,averageRoomVentilationRate,2.4,-0.8357
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.8368
0.348,0.232,-0.302,averageRoomVentilationRate,1.8,-0.8557
0.3,0.244,-0.254,averageRoomVentilationRate,2.4,-0.853
0.3,0.35,-0.254,averageRoomVentilationRate,0,-0.8541
0.36,0.288,-0.314,averageRoomVentilationRate,1.2,-0.8753
0.3,0.19,-0.254,averageRoomVentilationRate,3,-0.8552
0.07,0.304,0,infectionProbability,0.2,-0.9129
0.34,0.338,-0.294,infectionProbability,0.2,-0.9352
0.13,0.342,0,infectionProbability,0.2,-0.8977
0.144,0.262,0,infectionProbability,0.2,-0.8618
0.362,0.35,-0.316,infectionProbability,0.2,-0.8906
0.116,0.342,0,infectionProbability,0.2,-0.8549
0.144,0.302,0,infectionProbability,0.4,-0.9149
0.362,0.35,-0.316,infectionProbability,0.2,-0.8839
0.076,0.338,0,infectionProbability,0.2,-0.8486
0.144,0.242,0,infectionProbability,0.2,-0.8146
0.336,0.348,-0.29,infectionProbability,0.2,-0.8401
0.084,0.338,0,infectionProbability,0.2,-0.8065
0.176,0.222,-0.13,infectionProbability,0.2,-0.8002
0.328,0.35,-0.282,infectionProbability,0.2,-0.8246
0.074,0.338,0,infectionProbability,0.2,-0.7916
0.238,0.204,-0.192,infectionProbability,0.2,-0.7983
0.258,0.35,-0.212,infectionProbability,0.2,-0.8088
0.068,0.336,0,infectionProbability,0.2,-0.7765
0.244,0.21,-0.198,infectionProbability,0.2,-0.785
0.258,0.35,-0.212,infectionProbability,0.2,-0.796
