IrE,ErE,Reward,Param,Value,Q-value
0.084,0.338,0,infectionProbability,0.2,-0.4501
0.224,0.212,-0.17,infectionProbability,0.2,-0.4571
0.254,0.35,-0.2,infectionProbability,0.2,-0.4697
0.082,0.334,0,infectionProbability,0.2,-0.4415
0.224,0.212,-0.17,averageRoomVentilationRate,3,-0.4287
0.26,0.35,-0.206,averageRoomVentilationRate,3,-0.4442
0.072,0.334,0,averageRoomVentilationRate,3,-0.4175
0.236,0.208,-0.182,averageRoomVentilationRate,3,-0.4289
0.22,0.348,-0.166,averageRoomVentilationRate,3,-0.4363
0.042,0.326,0,averageRoomVentilationRate,3,-0.4102
0.258,0.198,-0.216,averageRoomVentilationRate,3,-0.4288
0.224,0.35,-0.182,averageRoomVentilationRate,3,-0.4394
0.068,0.324,0,averageRoomVentilationRate,3,-0.4131
0.292,0.192,-0.25,averageRoomVentilationRate,3,-0.4383
0.194,0.35,-0.152,averageRoomVentilationRate,3,-0.4424
0.094,0.32,0,averageRoomVentilationRate,3,-0.4158
0.328,0.216,-0.286,averageRoomVentilationRate,3,-0.4481
0.19,0.346,-0.148,averageRoomVentilationRate,3,-0.4508
0.102,0.304,0,averageRoomVentilationRate,3,-0.4238
0.342,0.24,-0.3,averageRoomVentilationRate,3,-0.4583
0.166,0.346,-0.124,averageRoomVentilationRate,3,-0.4556
0.094,0.288,0,averageRoomVentilationRate,3,-0.4283
0.346,0.244,-0.304,averageRoomVentilationRate,3,-0.4634
0.154,0.346,-0.112,averageRoomVentilationRate,3,-0.458
0.126,0.292,0,infectionProbability,0.2,-0.415
0.348,0.32,-0.306,infectionProbability,0.2,-0.4513
0.144,0.346,-0.102,infectionProbability,0.2,-0.4446
0.132,0.264,0,infectionProbability,0.2,-0.4179
0.36,0.348,-0.318,infectionProbability,0.2,-0.4565
0.11,0.342,0,infectionProbability,0.2,-0.4291
0.112,0.27,0,infectionProbability,0.2,-0.4033
0.364,0.348,-0.322,infectionProbability,0.2,-0.4435
0.096,0.338,0,infectionProbability,0.2,-0.4169
0.188,0.21,-0.146,infectionProbability,0.2,-0.4211
0.358,0.348,-0.316,infectionProbability,0.2,-0.459
0.098,0.34,0,infectionProbability,0.2,-0.4315
0.2,0.192,-0.158,infectionProbability,0.2,-0.4372
0.358,0.348,-0.316,infectionProbability,0.2,-0.4742
0.074,0.334,0,infectionProbability,0.2,-0.4457
0.3,0.118,-0.258,infectionProbability,0,-0.5824
0.224,0.35,-0.182,infectionProbability,0.2,-0.4554
0.072,0.334,0,infectionProbability,0.2,-0.4281
0.248,0.21,-0.206,infectionProbability,0.2,-0.4436
0.188,0.346,-0.146,infectionProbability,0.2,-0.4462
