IrE,ErE,Reward,Param,Value,Q-value
0.3,0.35,0,infectionProbability,0,0.0133
0.3,0.35,0,infectionProbability,0,0.0131
0.366,0.35,0,infectionProbability,0,0.0128
0.3,0.35,0,infectionProbability,0,0.0126
0.5,0.35,-0.218,infectionProbability,1,-0.0341
0.486,0.35,-0.204,infectionProbability,0.4,-0.0194
0.3,0.35,0,infectionProbability,0,0.0123
0.3,0.35,0,infectionProbability,0,0.0121
0.36,0.35,0,infectionProbability,0,0.0118
0.3,0.35,0,infectionProbability,0,0.0116
0.5,0.35,-0.218,infectionProbability,0.8,-0.0465
0.33,0.35,0,infectionProbability,0,0.0113
0.5,0.35,-0.218,infectionProbability,0.6,-0.0385
0.3,0.35,0,infectionProbability,0,0.0111
0.5,0.35,-0.218,infectionProbability,0.8,-0.0628
0.3,0.35,0,infectionProbability,0,0.0109
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.338,0,averageRoomVentilationRate,1.2,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.194,0,averageRoomVentilationRate,3,0
0.304,0.19,0,averageRoomVentilationRate,2.4,0
0.3,0.336,0,averageRoomVentilationRate,1.2,0
0.3,0.236,0,averageRoomVentilationRate,2.4,0
0.316,0.164,0,averageRoomVentilationRate,3,0
0.3,0.206,0,averageRoomVentilationRate,3,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.36,0.296,0,averageRoomVentilationRate,1.2,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.334,0,averageRoomVentilationRate,1.2,0
0.368,0.188,0,averageRoomVentilationRate,2.4,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.368,0.26,0,averageRoomVentilationRate,1.8,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.5,0.35,-0.218,infectionProbability,0.6,-0.0556
0.356,0.35,0,infectionProbability,0,0.0107
0.3,0.35,0,infectionProbability,0,0.0105
0.3,0.35,0,infectionProbability,0,0.0103
0.358,0.35,0,infectionProbability,0,0.0101
0.3,0.35,0,infectionProbability,0,0.0098
0.3,0.35,0,infectionProbability,0,0.0097
0.35,0.35,0,infectionProbability,0,0.0095
0.5,0.35,-0.218,infectionProbability,0.8,-0.0775
0.3,0.35,0,infectionProbability,0,0.0093
0.362,0.35,0,infectionProbability,0,0.0091
0.3,0.35,0,infectionProbability,0,0.0089
0.3,0.35,0,infectionProbability,0,0.0087
0.3,0.35,0,infectionProbability,0,0.0086
0.5,0.35,-0.218,infectionProbability,0.2,-0.0211
0.3,0.35,0,infectionProbability,0,0.0084
0.5,0.35,-0.218,infectionProbability,0.8,-0.0909
0.3,0.35,0,infectionProbability,0,0.0082
0.3,0.35,0,infectionProbability,0,0.008
0.3,0.35,0,infectionProbability,0,0.0079
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.344,0,averageRoomVentilationRate,0.6,0
0.3,0.248,0,averageRoomVentilationRate,2.4,0
0.3,0.166,0,averageRoomVentilationRate,3,0
0.308,0.142,0,averageRoomVentilationRate,3,0
0.3,0.292,0,averageRoomVentilationRate,1.8,0
0.3,0.174,0,averageRoomVentilationRate,3,0
0.338,0.228,0,averageRoomVentilationRate,1.8,0
0.3,0.192,0,averageRoomVentilationRate,3,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.35,0.27,0,averageRoomVentilationRate,1.2,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.356,0.248,0,averageRoomVentilationRate,3,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.148,0,averageRoomVentilationRate,3,0
0.356,0.35,0,averageRoomVentilationRate,0,0
0.3,0.294,0,averageRoomVentilationRate,1.8,0
0.3,0.228,0,averageRoomVentilationRate,2.4,0
0.368,0.35,0,averageRoomVentilationRate,0,0
0.3,0.35,0,infectionProbability,0,0.0077
0.3,0.35,0,infectionProbability,0,0.0076
0.376,0.35,0,infectionProbability,0,0.0074
0.5,0.35,-0.218,infectionProbability,0.6,-0.0713
0.5,0.35,-0.218,infectionProbability,0.6,-0.0853
0.366,0.35,0,infectionProbability,0,0.0073
0.3,0.35,0,infectionProbability,0,0.0071
0.3,0.35,0,infectionProbability,0,0.007
0.328,0.35,0,infectionProbability,0,0.0068
0.3,0.35,0,infectionProbability,0,0.0067
0.3,0.35,0,infectionProbability,0,0.0066
0.5,0.35,-0.218,infectionProbability,0.2,-0.0403
0.3,0.35,0,infectionProbability,0,0.0064
0.3,0.35,0,infectionProbability,0,0.0063
0.5,0.35,-0.218,infectionProbability,0.8,-0.1031
0.3,0.35,0,infectionProbability,0,0.0062
0.3,0.35,0,infectionProbability,0,0.0061
0.3,0.35,0,infectionProbability,0,0.0059
0.3,0.35,0,infectionProbability,0,0.0058
0.3,0.35,0,infectionProbability,0,0.0057
0.3,0.34,0,averageRoomVentilationRate,1.2,0
0.3,0.176,0,averageRoomVentilationRate,3,0
0.322,0.21,0,averageRoomVentilationRate,1.8,0
0.3,0.294,0,averageRoomVentilationRate,1.8,0
0.3,0.238,0,averageRoomVentilationRate,2.4,0
0.348,0.166,0,averageRoomVentilationRate,3,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.3,0.282,0,averageRoomVentilationRate,1.8,0
0.374,0.292,0,averageRoomVentilationRate,1.2,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.362,0.35,0,averageRoomVentilationRate,0,0
0.3,0.35,0,averageRoomVentilationRate,0.6,0
0.3,0.224,0,averageRoomVentilationRate,2.4,0
0.352,0.304,0,averageRoomVentilationRate,1.2,0
0.3,0.238,0,averageRoomVentilationRate,2.4,0
0.3,0.154,0,averageRoomVentilationRate,3,0
0.352,0.226,0,averageRoomVentilationRate,3,0
0.3,0.334,0,averageRoomVentilationRate,1.2,0
0.3,0.144,0,averageRoomVentilationRate,3,0
0.468,0.35,-0.186,infectionProbability,0.4,-0.0356
0.3,0.202,0,infectionProbability,0,0.0056
0.3,0.15,0,infectionProbability,0,0.0055
0.374,0.238,0,infectionProbability,0,0.0054
0.3,0.194,0,infectionProbability,0,0.0053
0.3,0.132,0,infectionProbability,0,0.0052
0.3,0.24,0,infectionProbability,0,0.0051
0.3,0.176,0,infectionProbability,0,0.005
0.3,0.13,0,infectionProbability,0,0.0049
0.498,0.35,-0.216,infectionProbability,0.6,-0.098
0.3,0.2,0,infectionProbability,0,0.0048
0.242,0.28,0,infectionProbability,1,-0.0303
0.3,0.19,0,infectionProbability,0,0.0047
0.3,0.182,0,infectionProbability,0,0.0046
0.3,0.154,0,infectionProbability,0,0.0045
0.3,0.188,0,infectionProbability,0,0.0044
0.3,0.168,0,infectionProbability,0,0.0043
0.314,0.156,0,infectionProbability,0,0.0042
0.3,0.22,0,infectionProbability,0,0.0041
0.3,0.186,0,infectionProbability,0,0.004
0.334,0.304,0,averageRoomVentilationRate,1.2,0
0.3,0.35,0,averageRoomVentilationRate,0,0
0.3,0.284,0,averageRoomVentilationRate,1.8,0
0.366,0.338,-0.124,averageRoomVentilationRate,0.6,-0.0124
0.3,0.292,0,averageRoomVentilationRate,1.8,0
0.3,0.322,0,averageRoomVentilationRate,1.2,0
0.36,0.35,-0.118,averageRoomVentilationRate,0,-0.0118
0.3,0.198,0,averageRoomVentilationRate,3,0
0.3,0.332,0,averageRoomVentilationRate,1.2,0
0.358,0.35,-0.116,averageRoomVentilationRate,0,-0.0222
0.3,0.182,0,averageRoomVentilationRate,3,0
0.3,0.236,0,averageRoomVentilationRate,2.4,0
0.37,0.33,-0.128,averageRoomVentilationRate,1.2,-0.0128
0.3,0.296,0,averageRoomVentilationRate,1.8,0
0.3,0.21,0,averageRoomVentilationRate,2.4,0
0.368,0.278,-0.126,averageRoomVentilationRate,1.8,-0.0126
0.3,0.186,0,averageRoomVentilationRate,3,0
0.3,0.152,0,averageRoomVentilationRate,3,0
0.352,0.222,-0.11,averageRoomVentilationRate,3,-0.011
0.3,0.244,0,averageRoomVentilationRate,2.4,0
0.3,0.162,0,infectionProbability,0,0.004
0.338,0.268,0,infectionProbability,0,0.0039
0.3,0.248,0,infectionProbability,0,0.0038
0.3,0.176,0,infectionProbability,0,0.0037
0.3,0.264,0,infectionProbability,0,0.0037
0.3,0.224,0,infectionProbability,0,0.0036
0.3,0.158,0,infectionProbability,0,0.0035
0.3,0.264,0,infectionProbability,0,0.0034
0.3,0.242,0,infectionProbability,0,0.0034
0.3,0.176,0,infectionProbability,0,0.0033
0.3,0.272,0,infectionProbability,0,0.0032
0.3,0.21,0,infectionProbability,0,0.0032
0.3,0.164,0,infectionProbability,0,0.0031
0.3,0.26,0,infectionProbability,0,0.0031
0.492,0.35,-0.25,infectionProbability,0.8,-0.1175
0.29,0.25,0,infectionProbability,0.4,-0.0318
0.3,0.25,0,infectionProbability,0,0.003
0.3,0.232,0,infectionProbability,0,0.0029
0.356,0.198,-0.114,infectionProbability,0,-0.0085
0.3,0.242,0,infectionProbability,0,-0.0084
0.3,0.228,0,averageRoomVentilationRate,2.4,0
0.354,0.19,-0.112,averageRoomVentilationRate,2.4,-0.0112
0.3,0.202,0,averageRoomVentilationRate,3,-0.0108
0.3,0.172,0,averageRoomVentilationRate,3,-0.0106
0.368,0.226,-0.126,averageRoomVentilationRate,3,-0.023
0.3,0.238,0,averageRoomVentilationRate,2.4,-0.011
0.3,0.2,0,averageRoomVentilationRate,2.4,-0.0108
0.36,0.256,-0.118,averageRoomVentilationRate,2.4,-0.0223
0.3,0.35,0,averageRoomVentilationRate,0.6,-0.0122
0.3,0.156,0,averageRoomVentilationRate,3,-0.0216
0.362,0.34,-0.12,averageRoomVentilationRate,0.6,-0.0239
0.3,0.296,0,averageRoomVentilationRate,1.8,-0.0123
0.3,0.258,0,averageRoomVentilationRate,1.8,-0.0121
0.356,0.3,-0.114,averageRoomVentilationRate,1.8,-0.0233
0.3,0.338,0,averageRoomVentilationRate,1.2,-0.0125
0.3,0.316,0,averageRoomVentilationRate,1.2,-0.0123
0.352,0.3,-0.11,averageRoomVentilationRate,1.8,-0.0329
0.3,0.334,0,averageRoomVentilationRate,1.2,-0.012
0.3,0.316,0,averageRoomVentilationRate,1.2,-0.0118
0.3,0.338,0,averageRoomVentilationRate,1.2,-0.0116
0.3,0.334,0,infectionProbability,0,-0.0082
0.3,0.298,0,infectionProbability,0,-0.008
0.492,0.35,-0.25,infectionProbability,0.2,-0.0619
0.5,0.35,-0.258,infectionProbability,0.6,-0.1147
0.3,0.286,0,infectionProbability,0,-0.0079
0.3,0.334,0,infectionProbability,0,-0.0077
0.3,0.33,0,infectionProbability,0,-0.0076
0.3,0.284,0,infectionProbability,0,-0.0074
0.5,0.35,-0.258,infectionProbability,0.8,-0.1322
0.3,0.332,0,infectionProbability,0,-0.0073
0.308,0.29,0,infectionProbability,0,-0.0071
0.3,0.334,0,infectionProbability,0,-0.007
0.3,0.328,0,infectionProbability,0,-0.0068
0.346,0.288,-0.104,infectionProbability,0,-0.0171
0.3,0.338,0,infectionProbability,0,-0.0168
0.5,0.35,-0.258,infectionProbability,1,-0.0544
0.36,0.292,-0.118,infectionProbability,0,-0.0282
0.3,0.334,0,infectionProbability,0,-0.0277
0.3,0.336,0,infectionProbability,0,-0.0271
0.372,0.294,-0.13,infectionProbability,0,-0.0396
0.3,0.334,0,averageRoomVentilationRate,1.2,-0.0113
0.3,0.326,0,averageRoomVentilationRate,1.2,-0.0111
0.36,0.314,-0.118,averageRoomVentilationRate,1.2,-0.0227
0.3,0.35,0,averageRoomVentilationRate,0.6,-0.0232
0.3,0.152,0,averageRoomVentilationRate,3,-0.0212
0.352,0.242,-0.11,averageRoomVentilationRate,3,-0.0318
0.3,0.35,0,averageRoomVentilationRate,0,-0.0218
0.3,0.35,0,averageRoomVentilationRate,0,-0.0213
0.374,0.35,-0.132,averageRoomVentilationRate,0,-0.0341
0.3,0.25,0,averageRoomVentilationRate,2.4,-0.0219
0.3,0.176,0,averageRoomVentilationRate,2.4,-0.0215
0.354,0.334,-0.112,averageRoomVentilationRate,1.2,-0.0333
0.3,0.24,0,averageRoomVentilationRate,2.4,-0.021
0.3,0.266,0,averageRoomVentilationRate,1.8,-0.0313
0.332,0.276,0,averageRoomVentilationRate,2.4,-0.0206
0.3,0.242,0,averageRoomVentilationRate,2.4,-0.0202
0.3,0.19,0,averageRoomVentilationRate,2.4,-0.0198
0.3,0.268,0,averageRoomVentilationRate,2.4,-0.0194
0.3,0.35,0,averageRoomVentilationRate,0.6,-0.0225
0.3,0.178,0,averageRoomVentilationRate,2.4,-0.019
0.488,0.35,-0.246,infectionProbability,0.4,-0.0558
0.3,0.234,0,infectionProbability,0,-0.0388
0.3,0.184,0,infectionProbability,0,-0.038
0.3,0.25,0,infectionProbability,0,-0.0372
0.3,0.224,0,infectionProbability,0,-0.0365
0.302,0.156,0,infectionProbability,0,-0.0358
0.3,0.248,0,infectionProbability,0,-0.035
0.3,0.238,0,infectionProbability,0,-0.0343
0.322,0.174,0,infectionProbability,0,-0.0337
0.3,0.248,0,infectionProbability,0,-0.033
0.3,0.226,0,infectionProbability,0,-0.0323
0.364,0.194,-0.122,infectionProbability,0,-0.0439
0.3,0.25,0,infectionProbability,0,-0.043
0.3,0.236,0,infectionProbability,0,-0.0421
0.374,0.196,-0.132,infectionProbability,0,-0.0545
0.294,0.35,0,infectionProbability,0.2,-0.0601
0.468,0.35,-0.226,infectionProbability,1,-0.0759
0.356,0.224,-0.114,infectionProbability,0,-0.0648
0.48,0.35,-0.238,infectionProbability,0.4,-0.0784
0.1,0.326,0.142,infectionProbability,0.2,-0.0447
0.384,0.35,-0.284,averageRoomVentilationRate,2.4,-0.047
0.5,0.35,-0.4,averageRoomVentilationRate,0.6,-0.062
0.132,0.336,0,averageRoomVentilationRate,1.8,-0.0307
0.438,0.35,-0.338,averageRoomVentilationRate,1.8,-0.0639
0.092,0.34,0,averageRoomVentilationRate,3,-0.0311
0.168,0.224,0,averageRoomVentilationRate,3,-0.0305
0.364,0.35,-0.272,averageRoomVentilationRate,3,-0.0571
0.468,0.35,-0.376,averageRoomVentilationRate,1.2,-0.0703
0.5,0.35,-0.408,averageRoomVentilationRate,0,-0.0742
0.39,0.35,-0.298,averageRoomVentilationRate,2.4,-0.0759
0.07,0.34,0,averageRoomVentilationRate,3,-0.056
0.21,0.214,-0.14,averageRoomVentilationRate,3,-0.0688
0.5,0.35,-0.43,averageRoomVentilationRate,0.6,-0.1038
0.282,0.35,-0.212,averageRoomVentilationRate,1.8,-0.0838
0.27,0.35,-0.2,averageRoomVentilationRate,0.6,-0.1189
0.254,0.35,-0.184,averageRoomVentilationRate,3,-0.0859
0.432,0.35,-0.362,averageRoomVentilationRate,1.2,-0.1051
0.396,0.35,-0.326,averageRoomVentilationRate,0,-0.1053
0.358,0.35,-0.288,averageRoomVentilationRate,2.4,-0.1032
0.254,0.35,-0.184,averageRoomVentilationRate,1.8,-0.1005
0.238,0.29,-0.168,infectionProbability,0.2,-0.0606
0.428,0.35,-0.358,infectionProbability,0.2,-0.0951
0.3,0.292,-0.23,infectionProbability,0,-0.0865
0.326,0.324,-0.256,infectionProbability,1,-0.1
0.5,0.35,-0.43,infectionProbability,0.4,-0.1199
0.3,0.278,-0.23,infectionProbability,0,-0.1078
0.322,0.272,-0.252,infectionProbability,0.2,-0.1184
0.5,0.35,-0.43,infectionProbability,1,-0.141
0.3,0.282,-0.23,infectionProbability,0,-0.1286
0.356,0.308,-0.286,infectionProbability,0.6,-0.141
0.412,0.35,-0.342,infectionProbability,0.2,-0.1503
0.342,0.35,-0.272,infectionProbability,0.4,-0.1447
0.356,0.264,-0.286,infectionProbability,0,-0.1546
0.5,0.35,-0.43,infectionProbability,0.8,-0.1725
0.394,0.35,-0.324,infectionProbability,0.6,-0.1705
0.43,0.322,-0.36,infectionProbability,1,-0.1742
0.496,0.35,-0.426,infectionProbability,0.4,-0.1844
0.114,0.35,0,infectionProbability,0.2,-0.1473
0.436,0.35,-0.366,infectionProbability,0.2,-0.1809
0.3,0.294,-0.23,infectionProbability,0,-0.1746
0.3,0.142,-0.23,averageRoomVentilationRate,3,-0.1071
0.374,0.33,-0.304,averageRoomVentilationRate,1.2,-0.133
0.3,0.282,-0.23,averageRoomVentilationRate,1.8,-0.1215
0.3,0.2,-0.23,averageRoomVentilationRate,2.4,-0.1241
0.362,0.334,-0.292,averageRoomVentilationRate,1.2,-0.1573
0.3,0.35,-0.23,averageRoomVentilationRate,0,-0.1262
0.3,0.13,-0.23,averageRoomVentilationRate,3,-0.128
0.338,0.35,-0.268,averageRoomVentilationRate,0.6,-0.1433
0.3,0.286,-0.23,averageRoomVentilationRate,1.8,-0.1421
0.3,0.186,-0.23,averageRoomVentilationRate,2.4,-0.1446
0.3,0.35,-0.23,averageRoomVentilationRate,0,-0.1467
0.3,0.18,-0.23,averageRoomVentilationRate,3,-0.1484
0.3,0.22,-0.23,averageRoomVentilationRate,1.8,-0.1622
0.3,0.35,-0.23,averageRoomVentilationRate,0.6,-0.1635
0.3,0.22,-0.23,averageRoomVentilationRate,2.4,-0.1647
0.3,0.35,-0.23,averageRoomVentilationRate,0,-0.1668
0.3,0.222,-0.23,averageRoomVentilationRate,3,-0.1685
0.3,0.326,-0.23,averageRoomVentilationRate,1.2,-0.1772
0.304,0.226,-0.234,averageRoomVentilationRate,1.8,-0.1824
0.3,0.35,-0.23,averageRoomVentilationRate,0.6,-0.1832
0.5,0.35,-0.43,infectionProbability,0.6,-0.2101
0.358,0.35,-0.288,infectionProbability,0.8,-0.1979
0.5,0.35,-0.43,infectionProbability,1,-0.2137
0.3,0.35,-0.23,infectionProbability,0,-0.1941
0.318,0.35,-0.248,infectionProbability,0.2,-0.2021
0.5,0.35,-0.43,infectionProbability,0.4,-0.2237
0.3,0.35,-0.23,infectionProbability,0,-0.2132
0.358,0.35,-0.288,infectionProbability,0.8,-0.2227
0.5,0.35,-0.43,infectionProbability,0.2,-0.2411
0.5,0.35,-0.43,infectionProbability,0.6,-0.2489
0.362,0.342,-0.292,infectionProbability,0,-0.2381
0.5,0.35,-0.43,infectionProbability,1,-0.2524
0.5,0.35,-0.43,infectionProbability,0.8,-0.2613
0.456,0.35,-0.386,infectionProbability,0.4,-0.2578
0.3,0.35,-0.23,infectionProbability,0,-0.2564
0.302,0.35,-0.232,infectionProbability,0.2,-0.2594
0.468,0.35,-0.398,infectionProbability,0.6,-0.2838
0.5,0.35,-0.43,infectionProbability,1,-0.2904
0.3,0.35,-0.23,infectionProbability,0,-0.2742
0.494,0.35,-0.424,infectionProbability,0.2,-0.2965
0.204,0.35,-0.134,averageRoomVentilationRate,2.4,-0.1748
0.5,0.35,-0.43,averageRoomVentilationRate,0,-0.2064
0.352,0.35,-0.282,averageRoomVentilationRate,3,-0.1933
0.152,0.35,0,averageRoomVentilationRate,2.4,-0.1713
0.176,0.26,-0.106,averageRoomVentilationRate,2.4,-0.1785
0.488,0.35,-0.418,averageRoomVentilationRate,1.2,-0.2154
0.166,0.35,0,averageRoomVentilationRate,2.4,-0.1749
0.202,0.22,-0.132,averageRoomVentilationRate,2.4,-0.1846
0.442,0.35,-0.372,averageRoomVentilationRate,1.8,-0.2159
0.496,0.35,-0.426,averageRoomVentilationRate,0.6,-0.2221
0.254,0.222,-0.184,averageRoomVentilationRate,2.4,-0.1994
0.224,0.35,-0.154,averageRoomVentilationRate,3,-0.2048
0.132,0.346,0,averageRoomVentilationRate,2.4,-0.1954
0.26,0.24,-0.19,averageRoomVentilationRate,2.4,-0.2105
0.188,0.346,-0.118,averageRoomVentilationRate,3,-0.2125
0.5,0.35,-0.43,averageRoomVentilationRate,0,-0.2453
0.282,0.242,-0.212,averageRoomVentilationRate,2.4,-0.2274
0.214,0.35,-0.144,averageRoomVentilationRate,3,-0.2227
0.336,0.35,-0.266,averageRoomVentilationRate,1.2,-0.2377
0.318,0.28,-0.248,averageRoomVentilationRate,1.8,-0.2364
0.5,0.35,-0.43,infectionProbability,0.4,-0.2957
0.492,0.35,-0.422,infectionProbability,0.8,-0.2983
0.354,0.226,-0.284,infectionProbability,0,-0.2971
0.5,0.35,-0.43,infectionProbability,0.6,-0.3211
0.498,0.35,-0.428,infectionProbability,1,-0.3274
0.396,0.306,-0.326,infectionProbability,0.4,-0.3224
0.384,0.35,-0.314,infectionProbability,0.2,-0.322
0.3,0.278,-0.23,infectionProbability,0,-0.3142
0.41,0.322,-0.34,infectionProbability,0.8,-0.3263
0.3,0.284,-0.23,infectionProbability,0,-0.3309
0.344,0.35,-0.274,infectionProbability,0.6,-0.3421
0.424,0.35,-0.354,infectionProbability,0.2,-0.351
0.494,0.35,-0.424,infectionProbability,0.4,-0.3583
0.208,0.35,-0.138,infectionProbability,0.4,-0.3624
0.48,0.35,-0.41,infectionProbability,0.8,-0.3608
0.5,0.35,-0.43,infectionProbability,1,-0.3638
0.3,0.254,-0.23,infectionProbability,0,-0.3473
0.498,0.35,-0.428,infectionProbability,0.6,-0.378
0.3,0.286,-0.23,infectionProbability,0,-0.3634
0.156,0.324,0,infectionProbability,0.2,-0.3439
0.5,0.35,-0.43,averageRoomVentilationRate,0.6,-0.2607
0.066,0.332,0,averageRoomVentilationRate,3,-0.2182
0.238,0.172,-0.172,averageRoomVentilationRate,3,-0.2311
0.374,0.35,-0.308,averageRoomVentilationRate,2.4,-0.2537
0.058,0.338,0,averageRoomVentilationRate,3,-0.2265
0.23,0.21,-0.172,averageRoomVentilationRate,3,-0.2391
0.444,0.35,-0.386,averageRoomVentilationRate,1.8,-0.2703
0.406,0.35,-0.348,averageRoomVentilationRate,1.2,-0.2678
0.266,0.22,-0.208,averageRoomVentilationRate,3,-0.2551
0.5,0.35,-0.442,averageRoomVentilationRate,0,-0.2846
0.094,0.346,0,averageRoomVentilationRate,2.4,-0.2486
0.236,0.316,-0.178,averageRoomVentilationRate,1.2,-0.2787
0.5,0.35,-0.442,averageRoomVentilationRate,0.6,-0.2987
0.102,0.342,0,averageRoomVentilationRate,2.4,-0.2437
0.312,0.248,-0.254,averageRoomVentilationRate,2.4,-0.2642
0.158,0.346,-0.1,averageRoomVentilationRate,3,-0.26
0.078,0.31,0,averageRoomVentilationRate,3,-0.2548
0.35,0.23,-0.292,averageRoomVentilationRate,2.4,-0.2873
0.136,0.342,0,averageRoomVentilationRate,3,-0.2497
0.1,0.302,0,averageRoomVentilationRate,3,-0.2447
0.358,0.23,-0.3,infectionProbability,0.2,-0.3671
0.5,0.35,-0.442,infectionProbability,0.8,-0.3977
0.136,0.328,0,infectionProbability,0.4,-0.3551
0.42,0.314,-0.362,infectionProbability,0.4,-0.3842
0.3,0.18,-0.242,infectionProbability,0,-0.3803
0.408,0.35,-0.35,infectionProbability,1,-0.3915
0.356,0.348,-0.298,infectionProbability,0.2,-0.3895
0.492,0.35,-0.434,infectionProbability,0.6,-0.4139
0.3,0.138,-0.242,infectionProbability,0,-0.3969
0.46,0.35,-0.402,infectionProbability,1,-0.4233
0.44,0.35,-0.382,infectionProbability,0.4,-0.4147
0.184,0.228,-0.126,infectionProbability,0.2,-0.3943
0.346,0.344,-0.288,infectionProbability,0.2,-0.4152
0.3,0.192,-0.242,infectionProbability,0,-0.4131
0.218,0.328,-0.16,infectionProbability,0.8,-0.4058
0.5,0.35,-0.442,infectionProbability,0.8,-0.4419
0.3,0.166,-0.242,infectionProbability,0,-0.4291
0.17,0.25,-0.112,infectionProbability,0.6,-0.4168
0.474,0.35,-0.416,infectionProbability,0.4,-0.448
0.064,0.328,0,infectionProbability,0.2,-0.4069
0.24,0.17,-0.182,averageRoomVentilationRate,3,-0.2581
0.24,0.35,-0.182,averageRoomVentilationRate,3,-0.2711
0.296,0.35,-0.238,averageRoomVentilationRate,1.8,-0.2887
0.262,0.202,-0.204,averageRoomVentilationRate,3,-0.2861
0.492,0.35,-0.434,averageRoomVentilationRate,1.2,-0.3165
0.5,0.35,-0.442,averageRoomVentilationRate,0,-0.3231
0.264,0.212,-0.206,averageRoomVentilationRate,3,-0.3009
0.336,0.35,-0.278,averageRoomVentilationRate,2.4,-0.3094
0.206,0.35,-0.148,averageRoomVentilationRate,1.8,-0.2977
0.286,0.262,-0.228,averageRoomVentilationRate,1.8,-0.3146
0.206,0.35,-0.148,averageRoomVentilationRate,3,-0.3096
0.494,0.35,-0.436,averageRoomVentilationRate,0.6,-0.3363
0.328,0.234,-0.27,averageRoomVentilationRate,2.4,-0.3302
0.166,0.346,-0.108,averageRoomVentilationRate,3,-0.3142
0.092,0.31,0,averageRoomVentilationRate,3,-0.3079
0.356,0.22,-0.298,averageRoomVentilationRate,3,-0.3315
0.418,0.35,-0.36,averageRoomVentilationRate,1.8,-0.3443
0.23,0.35,-0.172,averageRoomVentilationRate,1.2,-0.3274
0.398,0.35,-0.34,averageRoomVentilationRate,0,-0.3507
0.488,0.35,-0.43,averageRoomVentilationRate,1.2,-0.3638
0.216,0.35,-0.158,infectionProbability,0.2,-0.4146
0.438,0.336,-0.38,infectionProbability,0.2,-0.4443
0.5,0.35,-0.442,infectionProbability,0.6,-0.4526
0.492,0.35,-0.434,infectionProbability,1,-0.4582
0.368,0.308,-0.31,infectionProbability,0,-0.4515
0.5,0.35,-0.442,infectionProbability,0.8,-0.4772
